id,level,topic,vi_sentence,answer_zh,pinyin,grammar_focus,focus_words
daily_vi_0089,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở bệnh viện xem phim.,我今天在医院看电影。,wǒ jīntiān zài yīyuàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 医院 / 看电影
daily_vi_0090,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở bệnh viện nghe thầy giáo nói.,我今天在医院听老师说话。,wǒ jīntiān zài yīyuàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 医院 / 听老师说话
daily_vi_0091,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở bệnh viện gọi điện thoại.,我今天在医院打电话。,wǒ jīntiān zài yīyuàn dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 医院 / 打电话
daily_vi_0092,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở bệnh viện nghỉ ngơi.,我今天在医院休息。,wǒ jīntiān zài yīyuàn xiūxi.,在 + địa điểm + động từ,今天 / 在 / 医院 / 休息
daily_vi_0093,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở cửa hàng học tiếng Trung.,我今天在商店学习汉语。,wǒ jīntiān zài shāngdiàn xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 商店 / 学习汉语
daily_vi_0094,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở cửa hàng đọc sách.,我今天在商店看书。,wǒ jīntiān zài shāngdiàn kàn shū.,在 + địa điểm + động từ,今天 / 在 / 商店 / 看书
daily_vi_0095,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở cửa hàng xem phim.,我今天在商店看电影。,wǒ jīntiān zài shāngdiàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 商店 / 看电影
daily_vi_0096,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở cửa hàng nghe thầy giáo nói.,我今天在商店听老师说话。,wǒ jīntiān zài shāngdiàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 商店 / 听老师说话
daily_vi_0097,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở cửa hàng gọi điện thoại.,我今天在商店打电话。,wǒ jīntiān zài shāngdiàn dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 商店 / 打电话
daily_vi_0098,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở cửa hàng nghỉ ngơi.,我今天在商店休息。,wǒ jīntiān zài shāngdiàn xiūxi.,在 + địa điểm + động từ,今天 / 在 / 商店 / 休息
daily_vi_0099,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở nhà hàng học tiếng Trung.,我今天在饭店学习汉语。,wǒ jīntiān zài fàndiàn xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 学习汉语
daily_vi_0100,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở nhà hàng đọc sách.,我今天在饭店看书。,wǒ jīntiān zài fàndiàn kàn shū.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 看书
daily_vi_0101,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở nhà hàng xem phim.,我今天在饭店看电影。,wǒ jīntiān zài fàndiàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 看电影
daily_vi_0102,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở nhà hàng nghe thầy giáo nói.,我今天在饭店听老师说话。,wǒ jīntiān zài fàndiàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 听老师说话
daily_vi_0103,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở nhà hàng gọi điện thoại.,我今天在饭店打电话。,wǒ jīntiān zài fàndiàn dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 打电话
daily_vi_0104,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở nhà hàng nghỉ ngơi.,我今天在饭店休息。,wǒ jīntiān zài fàndiàn xiūxi.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 休息
daily_vi_0105,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở công ty học tiếng Trung.,我今天在公司学习汉语。,wǒ jīntiān zài gōngsī xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 公司 / 学习汉语
daily_vi_0106,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở công ty đọc sách.,我今天在公司看书。,wǒ jīntiān zài gōngsī kàn shū.,在 + địa điểm + động từ,今天 / 在 / 公司 / 看书
daily_vi_0107,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở công ty xem phim.,我今天在公司看电影。,wǒ jīntiān zài gōngsī kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 公司 / 看电影
daily_vi_0108,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở công ty nghe thầy giáo nói.,我今天在公司听老师说话。,wǒ jīntiān zài gōngsī tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 公司 / 听老师说话
daily_vi_0109,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở công ty gọi điện thoại.,我今天在公司打电话。,wǒ jīntiān zài gōngsī dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 公司 / 打电话
daily_vi_0110,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở công ty nghỉ ngơi.,我今天在公司休息。,wǒ jīntiān zài gōngsī xiūxi.,在 + địa điểm + động từ,今天 / 在 / 公司 / 休息
daily_vi_0111,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở sân bay học tiếng Trung.,我今天在机场学习汉语。,wǒ jīntiān zài jīchǎng xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 机场 / 学习汉语
daily_vi_0112,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở sân bay đọc sách.,我今天在机场看书。,wǒ jīntiān zài jīchǎng kàn shū.,在 + địa điểm + động từ,今天 / 在 / 机场 / 看书
daily_vi_0113,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở sân bay xem phim.,我今天在机场看电影。,wǒ jīntiān zài jīchǎng kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 机场 / 看电影
daily_vi_0114,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở sân bay nghe thầy giáo nói.,我今天在机场听老师说话。,wǒ jīntiān zài jīchǎng tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 机场 / 听老师说话
daily_vi_0115,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở sân bay gọi điện thoại.,我今天在机场打电话。,wǒ jīntiān zài jīchǎng dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 机场 / 打电话
daily_vi_0116,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở sân bay nghỉ ngơi.,我今天在机场休息。,wǒ jīntiān zài jīchǎng xiūxi.,在 + địa điểm + động từ,今天 / 在 / 机场 / 休息
daily_vi_0117,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở ga tàu học tiếng Trung.,我今天在火车站学习汉语。,wǒ jīntiān zài huǒchēzhàn xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 火车站 / 学习汉语
daily_vi_0118,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở ga tàu đọc sách.,我今天在火车站看书。,wǒ jīntiān zài huǒchēzhàn kàn shū.,在 + địa điểm + động từ,今天 / 在 / 火车站 / 看书
daily_vi_0119,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở ga tàu xem phim.,我今天在火车站看电影。,wǒ jīntiān zài huǒchēzhàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 火车站 / 看电影
daily_vi_0120,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở ga tàu nghe thầy giáo nói.,我今天在火车站听老师说话。,wǒ jīntiān zài huǒchēzhàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 火车站 / 听老师说话
daily_vi_0121,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở ga tàu gọi điện thoại.,我今天在火车站打电话。,wǒ jīntiān zài huǒchēzhàn dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 火车站 / 打电话
daily_vi_0122,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở ga tàu nghỉ ngơi.,我今天在火车站休息。,wǒ jīntiān zài huǒchēzhàn xiūxi.,在 + địa điểm + động từ,今天 / 在 / 火车站 / 休息
daily_vi_0123,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở Bắc Kinh học tiếng Trung.,我今天在北京学习汉语。,wǒ jīntiān zài Běijīng xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 北京 / 学习汉语
daily_vi_0124,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở Bắc Kinh đọc sách.,我今天在北京看书。,wǒ jīntiān zài Běijīng kàn shū.,在 + địa điểm + động từ,今天 / 在 / 北京 / 看书
daily_vi_0125,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở Bắc Kinh xem phim.,我今天在北京看电影。,wǒ jīntiān zài Běijīng kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 北京 / 看电影
daily_vi_0126,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở Bắc Kinh nghe thầy giáo nói.,我今天在北京听老师说话。,wǒ jīntiān zài Běijīng tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 北京 / 听老师说话
daily_vi_0127,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở Bắc Kinh gọi điện thoại.,我今天在北京打电话。,wǒ jīntiān zài Běijīng dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 北京 / 打电话
daily_vi_0128,HSK1,Hoạt động hằng ngày,Hôm nay tôi đang ở Bắc Kinh nghỉ ngơi.,我今天在北京休息。,wǒ jīntiān zài Běijīng xiūxi.,在 + địa điểm + động từ,今天 / 在 / 北京 / 休息
daily_vi_0129,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở trường học học tiếng Trung.,我朋友今天在学校学习汉语。,wǒ péngyou jīntiān zài xuéxiào xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 学校 / 学习汉语
daily_vi_0130,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở trường học đọc sách.,我朋友今天在学校看书。,wǒ péngyou jīntiān zài xuéxiào kàn shū.,在 + địa điểm + động từ,今天 / 在 / 学校 / 看书
daily_vi_0131,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở trường học xem phim.,我朋友今天在学校看电影。,wǒ péngyou jīntiān zài xuéxiào kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 学校 / 看电影
daily_vi_0132,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở trường học nghe thầy giáo nói.,我朋友今天在学校听老师说话。,wǒ péngyou jīntiān zài xuéxiào tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 学校 / 听老师说话
daily_vi_0133,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở trường học gọi điện thoại.,我朋友今天在学校打电话。,wǒ péngyou jīntiān zài xuéxiào dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 学校 / 打电话
daily_vi_0134,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở trường học nghỉ ngơi.,我朋友今天在学校休息。,wǒ péngyou jīntiān zài xuéxiào xiūxi.,在 + địa điểm + động từ,今天 / 在 / 学校 / 休息
daily_vi_0135,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở bệnh viện học tiếng Trung.,我朋友今天在医院学习汉语。,wǒ péngyou jīntiān zài yīyuàn xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 医院 / 学习汉语
daily_vi_0136,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở bệnh viện đọc sách.,我朋友今天在医院看书。,wǒ péngyou jīntiān zài yīyuàn kàn shū.,在 + địa điểm + động từ,今天 / 在 / 医院 / 看书
daily_vi_0137,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở bệnh viện xem phim.,我朋友今天在医院看电影。,wǒ péngyou jīntiān zài yīyuàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 医院 / 看电影
daily_vi_0138,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở bệnh viện nghe thầy giáo nói.,我朋友今天在医院听老师说话。,wǒ péngyou jīntiān zài yīyuàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 医院 / 听老师说话
daily_vi_0139,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở bệnh viện gọi điện thoại.,我朋友今天在医院打电话。,wǒ péngyou jīntiān zài yīyuàn dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 医院 / 打电话
daily_vi_0140,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở bệnh viện nghỉ ngơi.,我朋友今天在医院休息。,wǒ péngyou jīntiān zài yīyuàn xiūxi.,在 + địa điểm + động từ,今天 / 在 / 医院 / 休息
daily_vi_0141,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở cửa hàng học tiếng Trung.,我朋友今天在商店学习汉语。,wǒ péngyou jīntiān zài shāngdiàn xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 商店 / 学习汉语
daily_vi_0142,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở cửa hàng đọc sách.,我朋友今天在商店看书。,wǒ péngyou jīntiān zài shāngdiàn kàn shū.,在 + địa điểm + động từ,今天 / 在 / 商店 / 看书
daily_vi_0143,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở cửa hàng xem phim.,我朋友今天在商店看电影。,wǒ péngyou jīntiān zài shāngdiàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 商店 / 看电影
daily_vi_0144,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở cửa hàng nghe thầy giáo nói.,我朋友今天在商店听老师说话。,wǒ péngyou jīntiān zài shāngdiàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 商店 / 听老师说话
daily_vi_0145,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở cửa hàng gọi điện thoại.,我朋友今天在商店打电话。,wǒ péngyou jīntiān zài shāngdiàn dǎ diànhuà.,在 + địa điểm + động từ,今天 / 在 / 商店 / 打电话
daily_vi_0146,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở cửa hàng nghỉ ngơi.,我朋友今天在商店休息。,wǒ péngyou jīntiān zài shāngdiàn xiūxi.,在 + địa điểm + động từ,今天 / 在 / 商店 / 休息
daily_vi_0147,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở nhà hàng học tiếng Trung.,我朋友今天在饭店学习汉语。,wǒ péngyou jīntiān zài fàndiàn xuéxí Hànyǔ.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 学习汉语
daily_vi_0148,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở nhà hàng đọc sách.,我朋友今天在饭店看书。,wǒ péngyou jīntiān zài fàndiàn kàn shū.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 看书
daily_vi_0149,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở nhà hàng xem phim.,我朋友今天在饭店看电影。,wǒ péngyou jīntiān zài fàndiàn kàn diànyǐng.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 看电影
daily_vi_0150,HSK1,Hoạt động hằng ngày,Hôm nay bạn tôi đang ở nhà hàng nghe thầy giáo nói.,我朋友今天在饭店听老师说话。,wǒ péngyou jīntiān zài fàndiàn tīng lǎoshī shuōhuà.,在 + địa điểm + động từ,今天 / 在 / 饭店 / 听老师说话
daily_vi_0151,HSK2,Lý do - kết quả,"Vì trời mưa, nên tôi không đi trường học.",因为下雨，所以我不去学校。,"yīnwèi xià yǔ, suǒyǐ wǒ bù qù xuéxiào.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 学校
daily_vi_0152,HSK2,Lý do - kết quả,"Vì trời mưa, nên tôi không đi bệnh viện.",因为下雨，所以我不去医院。,"yīnwèi xià yǔ, suǒyǐ wǒ bù qù yīyuàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 医院
daily_vi_0153,HSK2,Lý do - kết quả,"Vì trời mưa, nên tôi không đi cửa hàng.",因为下雨，所以我不去商店。,"yīnwèi xià yǔ, suǒyǐ wǒ bù qù shāngdiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 商店
daily_vi_0154,HSK2,Lý do - kết quả,"Vì trời mưa, nên tôi không đi nhà hàng.",因为下雨，所以我不去饭店。,"yīnwèi xià yǔ, suǒyǐ wǒ bù qù fàndiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 饭店
daily_vi_0155,HSK2,Lý do - kết quả,"Vì trời mưa, nên tôi không đi công ty.",因为下雨，所以我不去公司。,"yīnwèi xià yǔ, suǒyǐ wǒ bù qù gōngsī.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 公司
daily_vi_0156,HSK2,Lý do - kết quả,"Vì trời mưa, nên bạn tôi không đi trường học.",因为下雨，所以我朋友不去学校。,"yīnwèi xià yǔ, suǒyǐ wǒ péngyou bù qù xuéxiào.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 学校
daily_vi_0157,HSK2,Lý do - kết quả,"Vì trời mưa, nên bạn tôi không đi bệnh viện.",因为下雨，所以我朋友不去医院。,"yīnwèi xià yǔ, suǒyǐ wǒ péngyou bù qù yīyuàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 医院
daily_vi_0158,HSK2,Lý do - kết quả,"Vì trời mưa, nên bạn tôi không đi cửa hàng.",因为下雨，所以我朋友不去商店。,"yīnwèi xià yǔ, suǒyǐ wǒ péngyou bù qù shāngdiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 商店
daily_vi_0159,HSK2,Lý do - kết quả,"Vì trời mưa, nên bạn tôi không đi nhà hàng.",因为下雨，所以我朋友不去饭店。,"yīnwèi xià yǔ, suǒyǐ wǒ péngyou bù qù fàndiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 饭店
daily_vi_0160,HSK2,Lý do - kết quả,"Vì trời mưa, nên bạn tôi không đi công ty.",因为下雨，所以我朋友不去公司。,"yīnwèi xià yǔ, suǒyǐ wǒ péngyou bù qù gōngsī.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 公司
daily_vi_0161,HSK2,Lý do - kết quả,"Vì trời mưa, nên mẹ tôi không đi trường học.",因为下雨，所以我妈妈不去学校。,"yīnwèi xià yǔ, suǒyǐ wǒ māma bù qù xuéxiào.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 学校
daily_vi_0162,HSK2,Lý do - kết quả,"Vì trời mưa, nên mẹ tôi không đi bệnh viện.",因为下雨，所以我妈妈不去医院。,"yīnwèi xià yǔ, suǒyǐ wǒ māma bù qù yīyuàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 医院
daily_vi_0163,HSK2,Lý do - kết quả,"Vì trời mưa, nên mẹ tôi không đi cửa hàng.",因为下雨，所以我妈妈不去商店。,"yīnwèi xià yǔ, suǒyǐ wǒ māma bù qù shāngdiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 商店
daily_vi_0164,HSK2,Lý do - kết quả,"Vì trời mưa, nên mẹ tôi không đi nhà hàng.",因为下雨，所以我妈妈不去饭店。,"yīnwèi xià yǔ, suǒyǐ wǒ māma bù qù fàndiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 饭店
daily_vi_0165,HSK2,Lý do - kết quả,"Vì trời mưa, nên mẹ tôi không đi công ty.",因为下雨，所以我妈妈不去公司。,"yīnwèi xià yǔ, suǒyǐ wǒ māma bù qù gōngsī.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 公司
daily_vi_0166,HSK2,Lý do - kết quả,"Vì trời mưa, nên bố tôi không đi trường học.",因为下雨，所以我爸爸不去学校。,"yīnwèi xià yǔ, suǒyǐ wǒ bàba bù qù xuéxiào.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 学校
daily_vi_0167,HSK2,Lý do - kết quả,"Vì trời mưa, nên bố tôi không đi bệnh viện.",因为下雨，所以我爸爸不去医院。,"yīnwèi xià yǔ, suǒyǐ wǒ bàba bù qù yīyuàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 医院
daily_vi_0168,HSK2,Lý do - kết quả,"Vì trời mưa, nên bố tôi không đi cửa hàng.",因为下雨，所以我爸爸不去商店。,"yīnwèi xià yǔ, suǒyǐ wǒ bàba bù qù shāngdiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 商店
daily_vi_0169,HSK2,Lý do - kết quả,"Vì trời mưa, nên bố tôi không đi nhà hàng.",因为下雨，所以我爸爸不去饭店。,"yīnwèi xià yǔ, suǒyǐ wǒ bàba bù qù fàndiàn.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 饭店
daily_vi_0170,HSK2,Lý do - kết quả,"Vì trời mưa, nên bố tôi không đi công ty.",因为下雨，所以我爸爸不去公司。,"yīnwèi xià yǔ, suǒyǐ wǒ bàba bù qù gōngsī.",因为...所以...,因为 / 下雨 / 所以 / 不 / 去 / 公司
daily_vi_0171,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên tôi không đi trường học.",因为天气很冷，所以我不去学校。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bù qù xuéxiào.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 学校
daily_vi_0172,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên tôi không đi bệnh viện.",因为天气很冷，所以我不去医院。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bù qù yīyuàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 医院
daily_vi_0173,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên tôi không đi cửa hàng.",因为天气很冷，所以我不去商店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bù qù shāngdiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 商店
daily_vi_0174,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên tôi không đi nhà hàng.",因为天气很冷，所以我不去饭店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bù qù fàndiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 饭店
daily_vi_0175,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên tôi không đi công ty.",因为天气很冷，所以我不去公司。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bù qù gōngsī.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 公司
daily_vi_0176,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bạn tôi không đi trường học.",因为天气很冷，所以我朋友不去学校。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ péngyou bù qù xuéxiào.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 学校
daily_vi_0177,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bạn tôi không đi bệnh viện.",因为天气很冷，所以我朋友不去医院。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ péngyou bù qù yīyuàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 医院
daily_vi_0178,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bạn tôi không đi cửa hàng.",因为天气很冷，所以我朋友不去商店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ péngyou bù qù shāngdiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 商店
daily_vi_0179,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bạn tôi không đi nhà hàng.",因为天气很冷，所以我朋友不去饭店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ péngyou bù qù fàndiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 饭店
daily_vi_0180,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bạn tôi không đi công ty.",因为天气很冷，所以我朋友不去公司。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ péngyou bù qù gōngsī.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 公司
daily_vi_0181,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên mẹ tôi không đi trường học.",因为天气很冷，所以我妈妈不去学校。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ māma bù qù xuéxiào.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 学校
daily_vi_0182,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên mẹ tôi không đi bệnh viện.",因为天气很冷，所以我妈妈不去医院。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ māma bù qù yīyuàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 医院
daily_vi_0183,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên mẹ tôi không đi cửa hàng.",因为天气很冷，所以我妈妈不去商店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ māma bù qù shāngdiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 商店
daily_vi_0184,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên mẹ tôi không đi nhà hàng.",因为天气很冷，所以我妈妈不去饭店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ māma bù qù fàndiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 饭店
daily_vi_0185,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên mẹ tôi không đi công ty.",因为天气很冷，所以我妈妈不去公司。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ māma bù qù gōngsī.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 公司
daily_vi_0186,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bố tôi không đi trường học.",因为天气很冷，所以我爸爸不去学校。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bàba bù qù xuéxiào.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 学校
daily_vi_0187,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bố tôi không đi bệnh viện.",因为天气很冷，所以我爸爸不去医院。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bàba bù qù yīyuàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 医院
daily_vi_0188,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bố tôi không đi cửa hàng.",因为天气很冷，所以我爸爸不去商店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bàba bù qù shāngdiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 商店
daily_vi_0189,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bố tôi không đi nhà hàng.",因为天气很冷，所以我爸爸不去饭店。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bàba bù qù fàndiàn.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 饭店
